"CTY","AC","RIQ","Val"
"ALB","c-FrshD","QE",0.145593749482567
"ALB","c-FrshD","QN",-0.145044643916721
"ALB","c-OPelag","QD",8.51310371059294
"ALB","c-OPelag","QM",19.8971980159627
"ALB","c-OPelag","QE",13.7558888815767
"ALB","c-OPelag","QN",-5.92476675531442
"ALB","c-ODmrsl","QD",3.34163860160782
"ALB","c-ODmrsl","QM",0.678023606688874
"ALB","c-ODmrsl","QE",3.22031787960915
"ALB","c-ODmrsl","QN",2.65284376785187
"ALB","c-OMarn","QD",1.0184789112103
"ALB","c-OMarn","QM",1.1519028353853
"ALB","c-OMarn","QE",0.182203160102154
"ALB","c-OMarn","QN",-1.13890373692751
"ARG","Shrimp","QS",207.8071
"ARG","Crust","QS",2.27358
"ARG","Mllscs","QS",167.279133333333
"ARG","Salmon","QS",1.44408
"ARG","ODmrsl","QS",421.77928
"ARG","Cobswf","QS",3.33333333333333E-6
"ARG","Tilapia","QS",0.0371
"ARG","Pangas","QS",0.415333333333333
"ARG","Carp","QS",2.67583333333333
"ARG","Mullet","QS",0.0909133333333333
"ARG","OFrshD","QS",18.8629666666667
"ARG","OCarp","QS",0.031
"ARG","OPelag","QS",18.56667
"ARG","OMarn","QS",0.275
"ARG","c-Crust","QD",53.644423376391
"ARG","c-Crust","QM",1.8383426238211
"ARG","c-Crust","QE",169.672026317031
"ARG","c-Crust","QN",190.055403728323
"ARG","c-Mllsc","QD",42.4766546717424
"ARG","c-Mllsc","QM",7.50330001131291
"ARG","c-Mllsc","QE",85.7273189467209
"ARG","c-Mllsc","QN",72.1643078672869
"ARG","c-FrshD","QD",10.116078751488
"ARG","c-FrshD","QM",8.48517382909708
"ARG","c-FrshD","QE",26.8472134809659
"ARG","c-FrshD","QN",17.8542006078125
"ARG","c-OPelag","QD",47.777308926072
"ARG","c-OPelag","QM",35.791813023599
"ARG","c-OPelag","QE",4.4037784079054
"ARG","c-OPelag","QN",-30.2812934402647
"ARG","c-ODmrsl","QD",156.735974845719
"ARG","c-ODmrsl","QM",1.446184122028
"ARG","c-ODmrsl","QE",298.618742065156
"ARG","c-ODmrsl","QN",310.094852792341
"ARG","c-OMarn","QD",0.567668649823504
"ARM","Crust","QS",0.67283
"ARM","Salmon","QS",11.8561866666667
"ARM","Eelstg","QS",4.16666666666667
"ARM","Carp","QS",1.55486666666667
"ARM","OFrshD","QS",0.556113333333333
"ARM","OCarp","QS",0.216666666666667
"ARM","c-Crust","QD",0.742461723579639
"ARM","c-Crust","QM",0.0942107771428572
"ARM","c-Crust","QE",0.0209079620361248
"ARM","c-Crust","QN",-0.0635972863997236
"ARM","c-Mllsc","QD",0.129716828210181
"ARM","c-Mllsc","QM",0.129716828210181
"ARM","c-Mllsc","QN",-0.139765487309068
"ARM","c-FrshD","QD",13.1928928077997
"ARM","c-FrshD","QM",0.194200398374384
"ARM","c-FrshD","QE",5.35283394985222
"ARM","c-FrshD","QN",5.01596119148472
"ARM","c-OPelag","QD",1.81736837339901
"ARM","c-OPelag","QM",1.89201437929392
"ARM","c-OPelag","QE",0.0746355935632184
"ARM","c-OPelag","QN",-1.75329806331066
"ARM","c-ODmrsl","QD",0.142576057848933
"ARM","c-ODmrsl","QM",0.664921089474548
"ARM","c-ODmrsl","QE",0.522345031625616
"ARM","c-ODmrsl","QN",-0.136376259756153
"ARM","c-OMarn","QD",0.582143052528736
"ARM","c-OMarn","QM",0.616514159441708
"ARM","c-OMarn","QE",0.0342669835960591
"ARM","c-OMarn","QN",-0.68384418525506
"AUS","Shrimp","QS",23.6154133333333
"AUS","Crust","QS",14.09506
"AUS","Mllscs","QS",28.66279
"AUS","Salmon","QS",69.5708933333333
"AUS","ODmrsl","QS",38.6782766666667
"AUS","Tuna","QS",17.1135533333333
"AUS","Cobswf","QS",0.852516666666667
"AUS","Pangas","QS",0.00703666666666667
"AUS","Mullet","QS",4.52983666666667
"AUS","OFrshD","QS",6.47462
"AUS","OPelag","QS",57.50447
"AUS","OMarn","QS",14.7138
"AUS","c-Crust","QD",99.0064281390869
"AUS","c-Crust","QM",74.4019461489302
"AUS","c-Crust","QE",17.586692472688
"AUS","c-Crust","QN",-49.2927311817396
"AUS","c-Mllsc","QD",98.1989614546626
"AUS","c-Mllsc","QM",84.1969066338065
"AUS","c-Mllsc","QE",13.1562006417778
"AUS","c-Mllsc","QN",-76.5439536932559
"AUS","c-FrshD","QD",116.2624499547
"AUS","c-FrshD","QM",60.7042138117347
"AUS","c-FrshD","QE",12.8875314083603
"AUS","c-FrshD","QN",-49.1391486839218
"AUS","c-OPelag","QD",159.720714345252
"AUS","c-OPelag","QM",113.606385480844
"AUS","c-OPelag","QE",16.2161119343934
"AUS","c-OPelag","QN",-93.9562953716508
"AUS","c-ODmrsl","QD",152.248045984882
"AUS","c-ODmrsl","QM",113.69710187446
"AUS","c-ODmrsl","QE",4.47142984604236
"AUS","c-ODmrsl","QN",-104.476086976474
"AUS","c-OMarn","QD",52.9277525249214
"AUS","c-OMarn","QM",39.9807377915116
"AUS","c-OMarn","QE",4.73541952281986
"AUS","c-OMarn","QN",-41.3953162082802
"AUT","Shrimp","QS",0.02164
"AUT","Crust","QS",0.000156666666666667
"AUT","Salmon","QS",3.31016666666667
"AUT","Eelstg","QS",0.0134766666666667
"AUT","Pangas","QS",0.505486666666667
"AUT","Carp","QS",0.61863
"AUT","OFrshD","QS",0.402103333333333
"AUT","OCarp","QS",0.0507866666666667
"AUT","c-Crust","QD",19.6560405284812
"AUT","c-Crust","QM",21.1024318652398
"AUT","c-Crust","QE",1.44639133675858
"AUT","c-Crust","QN",-17.0535174829812
"AUT","c-Mllsc","QD",7.50439501889966
"AUT","c-Mllsc","QM",8.24986720041752
"AUT","c-Mllsc","QE",0.745461492212122
"AUT","c-Mllsc","QN",-8.08574288505428
"AUT","c-FrshD","QD",41.0430965373585
"AUT","c-FrshD","QM",50.5313304957488
"AUT","c-FrshD","QE",14.3676347908876
"AUT","c-FrshD","QN",-37.1638752603187
"AUT","c-OPelag","QD",35.1613274387661
"AUT","c-OPelag","QM",38.6807385927097
"AUT","c-OPelag","QE",3.51940046463787
"AUT","c-OPelag","QN",-33.9215503820096
"AUT","c-ODmrsl","QD",26.5520002653047
"AUT","c-ODmrsl","QM",28.4907624025375
"AUT","c-ODmrsl","QE",1.93876213723285
"AUT","c-ODmrsl","QN",-25.3974092134273
"AUT","c-OMarn","QD",7.49843038630306
"AUT","c-OMarn","QM",8.49633052260359
"AUT","c-OMarn","QE",0.995142295422532
"AUT","c-OMarn","QN",-8.81007957524439
"AZE","Crust","QS",0.000333333333333333
"AZE","Salmon","QS",0.104333333333333
"AZE","Pangas","QS",0.005
"AZE","Carp","QS",0.3798
"AZE","Mullet","QS",0.0766666666666667
"AZE","OFrshD","QS",1.419
"AZE","OCarp","QS",0.115333333333333
"AZE","c-Crust","QD",0.526727303129634
"AZE","c-Crust","QM",0.526727303129634
"AZE","c-Crust","QN",-0.456986912479611
"AZE","c-Mllsc","QD",0.152887514633575
"AZE","c-Mllsc","QM",0.152887514633575
"AZE","c-Mllsc","QN",-0.164731116857179
"AZE","c-FrshD","QD",9.52254997658628
"AZE","c-FrshD","QM",7.57086431631936
"AZE","c-FrshD","QE",0.0214915460860064
"AZE","c-FrshD","QN",-7.75816581956487
"AZE","c-OPelag","QD",11.7532445929915
"AZE","c-OPelag","QM",12.1838746854757
"AZE","c-OPelag","QE",0.430630092484196
"AZE","c-OPelag","QN",-11.3388255350538
"AZE","c-ODmrsl","QD",3.17501938109732
"AZE","c-ODmrsl","QM",3.09023351049715
"AZE","c-ODmrsl","QE",0.00127867322250839
"AZE","c-ODmrsl","QN",-2.95463427463775
"AZE","c-OMarn","QD",0.354893293920237
"AZE","c-OMarn","QM",0.618496696714275
"AZE","c-OMarn","QE",0.262312434636697
"AZE","c-OMarn","QN",-0.418335282000039
"BDI","Tilapia","QS",1.751
"BDI","Pangas","QS",0.0866666666666667
"BDI","Carp","QS",0.015
"BDI","OFrshD","QS",19.4826666666667
"BDI","c-Crust","QD",0.000204333470150955
"BDI","c-Crust","QM",0.000204333470150955
"BDI","c-Crust","QN",-0.000177279060883518
"BDI","c-Mllsc","QD",0.00311365287849075
"BDI","c-Mllsc","QM",0.00311365287849075
"BDI","c-Mllsc","QN",-0.00335485547926299
"BDI","c-FrshD","QD",21.4346977808182
"BDI","c-FrshD","QM",0.0996466222769493
"BDI","c-FrshD","QE",0.000282174792113224
"BDI","c-FrshD","QN",-0.102112570622602
"BDI","c-OPelag","QD",0.267024924826318
"BDI","c-OPelag","QM",0.267024924826318
"BDI","c-OPelag","QN",-0.257609633847145
"BDI","c-ODmrsl","QD",0.0050986065885286
"BDI","c-ODmrsl","QM",0.0050986065885286
"BDI","c-ODmrsl","QN",-0.00487689803605279
"BDI","c-OMarn","QD",8.35448529240966
"BDI","c-OMarn","QM",8.3560615791794
"BDI","c-OMarn","QE",0.00157628676973594
"BDI","c-OMarn","QN",-9.81226947080599
"BEN","Shrimp","QS",0.675
"BEN","Crust","QS",2.67533333333333
"BEN","ODmrsl","QS",11.5119666666667
"BEN","Tuna","QS",0.3979
"BEN","Cobswf","QS",0.1253
"BEN","Tilapia","QS",16.2569466666667
"BEN","Pangas","QS",8.22110333333333
"BEN","Mullet","QS",1.13333333333333
"BEN","OFrshD","QS",5.26957
"BEN","OPelag","QS",31.9433
"BEN","OMarn","QS",0.205
"BEN","c-Crust","QD",3.21662366501527
"BEN","c-Crust","QM",0.0161418473842559
"BEN","c-Crust","QE",0.00121508398302538
"BEN","c-Crust","QN",-0.0129504118725419
"BEN","c-Mllsc","QD",0.0330542358309182
"BEN","c-Mllsc","QM",0.0330542358309182
"BEN","c-Mllsc","QN",-0.0356148191586336
"BEN","c-FrshD","QD",33.064470196824
"BEN","c-FrshD","QM",2.4345343654044
"BEN","c-FrshD","QN",-2.50186629738416
"BEN","c-OPelag","QD",129.475842281478
"BEN","c-OPelag","QM",97.8298196357651
"BEN","c-OPelag","QN",-94.3803430788116
"BEN","c-ODmrsl","QD",20.9717667018555
"BEN","c-ODmrsl","QM",8.43970662034195
"BEN","c-ODmrsl","QN",-8.07271318681709
"BEN","c-OMarn","QD",14.6009035616852
"BEN","c-OMarn","QM",14.391859722947
"BEN","c-OMarn","QE",0.0477241522113466
"BEN","c-OMarn","QN",-16.8470610240593
"BFA","Shrimp","QS",0.0866666666666667
"BFA","Tilapia","QS",20.297
"BFA","Pangas","QS",4.632
"BFA","OFrshD","QS",4.53333333333333
"BFA","c-Crust","QD",0.543675337001375
"BFA","c-Crust","QM",0.543675337001375
"BFA","c-Crust","QN",-0.471690972105206
"BFA","c-Mllsc","QD",0.0015424300779459
"BFA","c-Mllsc","QM",0.0015424300779459
"BFA","c-Mllsc","QN",-0.00166191614811124
"BFA","c-FrshD","QD",26.5690667767079
"BFA","c-FrshD","QM",0.300857239798258
"BFA","c-FrshD","QN",-0.309178050337462
"BFA","c-OPelag","QD",123.056749532325
"BFA","c-OPelag","QM",123.056749532325
"BFA","c-OPelag","QN",-118.717772170749
"BFA","c-ODmrsl","QD",0.00723274644658414
"BFA","c-ODmrsl","QM",0.00723274644658414
"BFA","c-ODmrsl","QN",-0.0069182366452779
"BFA","c-OMarn","QD",44.1077473819349
"BFA","c-OMarn","QM",44.1078411783585
"BFA","c-OMarn","QE",9.37964236588721E-5
"BFA","c-OMarn","QN",-51.8041612276215
"BGD","Shrimp","QS",136.124
"BGD","Crust","QS",120.57
"BGD","ODmrsl","QS",98.5610733333333
"BGD","Tuna","QS",0.811116666666667
"BGD","Tilapia","QS",342.123666666667
"BGD","Pangas","QS",36.173
"BGD","Carp","QS",858.758
"BGD","OFrshD","QS",2237.60966666667
"BGD","OCarp","QS",306.825333333333
"BGD","OPelag","QS",15.94574
"BGD","OMarn","QS",349.437736666667
"BGD","c-Crust","QD",212.352057938167
"BGD","c-Crust","QM",0.0830187968058469
"BGD","c-Crust","QE",46.4911938126342
"BGD","c-Crust","QN",52.5527667917401
"BGD","c-Mllsc","QD",0.390361921341064
"BGD","c-Mllsc","QM",0.341781083917873
"BGD","c-Mllsc","QE",2.21098272542346
"BGD","c-Mllsc","QN",1.72440184689347
"BGD","c-FrshD","QD",3790.24735588175
"BGD","c-FrshD","QM",29.1146910127315
"BGD","c-FrshD","QE",10.0550111225724
"BGD","c-FrshD","QN",-19.5868135745944
"BGD","c-OPelag","QD",89.6180978735764
"BGD","c-OPelag","QM",8.14120343943281
"BGD","c-OPelag","QE",0.826028298046547
"BGD","c-OPelag","QN",-7.05724228150602
"BGD","c-ODmrsl","QD",96.5669036594188
"BGD","c-ODmrsl","QM",4.97683461806691
"BGD","c-ODmrsl","QE",2.62183487311955
"BGD","c-ODmrsl","QN",-2.25259459258515
"BGD","c-OMarn","QD",329.136857951707
"BGD","c-OMarn","QM",90.9887759026408
"BGD","c-OMarn","QE",20.256339921663
"BGD","c-OMarn","QN",-83.0746237356421
"BGR","Shrimp","QS",0.00861666666666667
"BGR","Crust","QS",0.00800333333333333
"BGR","Mllscs","QS",6.22789333333333
"BGR","Salmon","QS",5.14331333333333
"BGR","ODmrsl","QS",0.593673333333333
"BGR","Eelstg","QS",0.452353333333333
"BGR","Tilapia","QS",0.00120333333333333
"BGR","Pangas","QS",0.41694
"BGR","Carp","QS",4.20318666666667
"BGR","Mullet","QS",0.0076
"BGR","OFrshD","QS",0.40693
"BGR","OCarp","QS",2.47848
"BGR","OPelag","QS",4.17069
"BGR","c-Crust","QD",1.03470713191069
"BGR","c-Crust","QM",7.96105448310725
"BGR","c-Crust","QE",6.93304189654532
"BGR","c-Crust","QN",-0.891900410576389
"BGR","c-Mllsc","QD",2.74806144284724
"BGR","c-Mllsc","QM",12.4875286373273
"BGR","c-Mllsc","QE",4.36245330019201
"BGR","c-Mllsc","QN",-8.75449338059342
"BGR","c-FrshD","QD",13.5952826942582
"BGR","c-FrshD","QM",6.14879163438039
"BGR","c-FrshD","QE",4.8173049732973
"BGR","c-FrshD","QN",-1.36831159589197
"BGR","c-OPelag","QD",17.40797453883
"BGR","c-OPelag","QM",18.5679190915805
"BGR","c-OPelag","QE",5.4723100733801
"BGR","c-OPelag","QN",-12.6338582301943
"BGR","c-ODmrsl","QD",8.28319241090273
"BGR","c-ODmrsl","QM",8.71210159753572
"BGR","c-ODmrsl","QE",1.04804230680674
"BGR","c-ODmrsl","QN",-7.33079421880534
"BGR","c-OMarn","QD",1.18676766398007
"BGR","c-OMarn","QM",2.21109600410845
"BGR","c-OMarn","QE",0.941163216366295
"BGR","c-OMarn","QN",-1.49152488597461
"BLR","Crust","QS",0.00473333333333333
"BLR","Salmon","QS",0.252533333333333
"BLR","Eelstg","QS",0.162226666666667
"BLR","Pangas","QS",0.0166833333333333
"BLR","Carp","QS",7.71183333333333
"BLR","OFrshD","QS",0.605026666666667
"BLR","OCarp","QS",1.10466666666667
"BLR","c-Crust","QD",2.26061740588658
"BLR","c-Crust","QM",4.96407045519067
"BLR","c-Crust","QE",2.70826041874498
"BLR","c-Crust","QN",-1.95713352539487
"BLR","c-Mllsc","QD",6.30543229132814
"BLR","c-Mllsc","QM",11.5433978130444
"BLR","c-Mllsc","QE",5.23796552171623
"BLR","c-Mllsc","QN",-6.79388965218811
"BLR","c-FrshD","QD",21.5770989416089
"BLR","c-FrshD","QM",28.6658920833309
"BLR","c-FrshD","QE",16.9425448173749
"BLR","c-FrshD","QN",-12.0475799536943
"BLR","c-OPelag","QD",56.1003091812043
"BLR","c-OPelag","QM",110.01972637133
"BLR","c-OPelag","QE",61.3975495681268
"BLR","c-OPelag","QN",-46.907760282196
"BLR","c-ODmrsl","QD",20.3475180597111
"BLR","c-ODmrsl","QM",40.6926997378739
"BLR","c-ODmrsl","QE",20.3451816781628
"BLR","c-ODmrsl","QN",-19.4627236169228
"BLR","c-OMarn","QD",2.54216580456205
"BLR","c-OMarn","QM",30.2406613205627
"BLR","c-OMarn","QE",27.6984955160007
"BLR","c-OMarn","QN",-2.98575137076297
"BLT","Shrimp","QS",14.1881666666667
"BLT","Crust","QS",0.00195333333333333
"BLT","Mllscs","QS",0.00291666666666667
"BLT","Salmon","QS",4.86901
"BLT","ODmrsl","QS",21.5408266666667
"BLT","Tuna","QS",0.224303333333333
"BLT","Eelstg","QS",0.25939
"BLT","Tilapia","QS",0.00031
"BLT","Pangas","QS",0.57288
"BLT","Carp","QS",5.63513
"BLT","Mullet","QS",0.0714066666666667
"BLT","OFrshD","QS",5.45743666666667
"BLT","OCarp","QS",0.164713333333333
"BLT","OPelag","QS",191.83713
"BLT","OMarn","QS",1.55766666666667
"BLT","c-Crust","QD",12.1452785868424
"BLT","c-Crust","QM",10.606954383618
"BLT","c-Crust","QE",13.0135826084812
"BLT","c-Crust","QN",2.72527354959588
"BLT","c-Mllsc","QD",3.26014102362803
"BLT","c-Mllsc","QM",6.04184430061675
"BLT","c-Mllsc","QE",2.78168476481992
"BLT","c-Mllsc","QN",-3.51271143854708
"BLT","c-FrshD","QD",12.9732908730806
"BLT","c-FrshD","QM",88.9429460751296
"BLT","c-FrshD","QE",92.5325759352048
"BLT","c-FrshD","QN",3.49035144486548
"BLT","c-OPelag","QD",82.5790918542622
"BLT","c-OPelag","QM",116.165395751305
"BLT","c-OPelag","QE",209.462283599896
"BLT","c-OPelag","QN",96.5865333643304
"BLT","c-ODmrsl","QD",12.9434492569695
"BLT","c-ODmrsl","QM",100.192985434724
"BLT","c-ODmrsl","QE",100.605529116508
"BLT","c-ODmrsl","QN",0.430482791407623
"BLT","c-OMarn","QD",10.1031179413804
"BLT","c-OMarn","QM",6.94151719229287
"BLT","c-OMarn","QE",0.0908484684026537
"BLT","c-OMarn","QN",-8.04605014208424
"BLX","Shrimp","QS",0.607533333333333
"BLX","Crust","QS",0.900466666666667
"BLX","Mllscs","QS",2.22373333333333
"BLX","Salmon","QS",0.0764
"BLX","ODmrsl","QS",15.5148666666667
"BLX","Eelstg","QS",0.0309
"BLX","Carp","QS",0.026
"BLX","Mullet","QS",3.33333333333333E-5
"BLX","OFrshD","QS",0.323666666666667
"BLX","OPelag","QS",0.2115
"BLX","OMarn","QS",0.0045
"BLX","c-Crust","QD",20.1265181438701
"BLX","c-Crust","QM",105.407217364247
"BLX","c-Crust","QE",86.8595105844374
"BLX","c-Crust","QN",-16.0919306907398
"BLX","c-Mllsc","QD",37.526190242396
"BLX","c-Mllsc","QM",59.8423311086024
"BLX","c-Mllsc","QE",24.41905441351
"BLX","c-Mllsc","QN",-38.1673804215401
"BLX","c-FrshD","QD",81.0902420727748
"BLX","c-FrshD","QM",133.94987801922
"BLX","c-FrshD","QE",52.9032739580146
"BLX","c-FrshD","QN",-83.2881104902727
"BLX","c-OPelag","QD",48.2746432244822
"BLX","c-OPelag","QM",67.1328712552715
"BLX","c-OPelag","QE",18.9957583909311
"BLX","c-OPelag","QN",-46.439799683521
"BLX","c-ODmrsl","QD",84.7426023937302
"BLX","c-ODmrsl","QM",124.905537710394
"BLX","c-ODmrsl","QE",55.803361794178
"BLX","c-ODmrsl","QN",-66.097326820821
"BLX","c-OMarn","QD",7.23350221757791
"BLX","c-OMarn","QM",14.2807530156746
"BLX","c-OMarn","QE",7.05607876040306
"BLX","c-OMarn","QN",-8.48531634808491
"BLZ","Shrimp","QS",0.51
"BLZ","Crust","QS",0.833333333333333
"BLZ","Mllscs","QS",4.03009666666667
"BLZ","ODmrsl","QS",2.23314333333333
"BLZ","Tuna","QS",29.0181566666667
"BLZ","Cobswf","QS",0.136126666666667
"BLZ","Tilapia","QS",0.0633333333333333
"BLZ","Mullet","QS",0.58594
"BLZ","OPelag","QS",152.74818
"BLZ","OMarn","QS",7.91726333333333
"BLZ","c-Crust","QD",0.404134219203487
"BLZ","c-Crust","QM",0.00954575070030165
"BLZ","c-Crust","QE",0.89786370972847
"BLZ","c-Crust","QN",1.00593411660337
"BLZ","c-Mllsc","QD",2.96234001568104
"BLZ","c-Mllsc","QM",0.0298373948388539
"BLZ","c-Mllsc","QE",1.02823613853859
"BLZ","c-Mllsc","QN",0.921056668977246
"BLZ","c-FrshD","QD",0.0497966917576665
"BLZ","c-FrshD","QM",0.0139124238929928
"BLZ","c-FrshD","QE",0.0195069354252779
"BLZ","c-FrshD","QN",0.00543978409228481
"BLZ","c-OPelag","QD",2.25352648278117
"BLZ","c-OPelag","QM",0.338837222391849
"BLZ","c-OPelag","QE",0.0569790844509302
"BLZ","c-OPelag","QN",-0.271919828304515
"BLZ","c-ODmrsl","QD",0.471342212528628
"BLZ","c-ODmrsl","QM",0.000803172447704298
"BLZ","c-ODmrsl","QE",0.000101550539364911
"BLZ","c-ODmrsl","QN",-0.000671112478952693
"BLZ","c-OMarn","QD",0.285477029889195
"BLZ","c-OMarn","QM",0.0100350396626962
"BLZ","c-OMarn","QE",0.00779169592945319
"BLZ","c-OMarn","QN",-0.00263478747712005
"BOL","Salmon","QS",1.53333333333333
"BOL","Tilapia","QS",0.0633333333333333
"BOL","Carp","QS",0.15
"BOL","OFrshD","QS",9.71933333333333
"BOL","c-Crust","QD",0.120341659701493
"BOL","c-Crust","QM",0.120341659701493
"BOL","c-Crust","QN",-0.10440803653598
"BOL","c-Mllsc","QD",0.0983973492537313
"BOL","c-Mllsc","QM",0.0983973492537313
"BOL","c-Mllsc","QN",-0.10601980990535
"BOL","c-FrshD","QD",11.3391943522388
"BOL","c-FrshD","QM",0.16666527761194
"BOL","c-FrshD","QN",-0.171274740224184
"BOL","c-OPelag","QD",5.60416029850746
"BOL","c-OPelag","QM",5.60416029850746
"BOL","c-OPelag","QN",-5.40655777155725
"BOL","c-ODmrsl","QD",0.00714852537313433
"BOL","c-ODmrsl","QM",0.00714852537313433
"BOL","c-ODmrsl","QN",-0.00683767785326878
"BOL","c-OMarn","QD",14.7227840597015
"BOL","c-OMarn","QM",14.7233023522388
"BOL","c-OMarn","QN",-17.292389072918
"BRA","Shrimp","QS",104.03101
"BRA","Crust","QS",17.96
"BRA","Mllscs","QS",25.24186
"BRA","Salmon","QS",2.04503333333333
"BRA","ODmrsl","QS",218.4463
"BRA","Tuna","QS",39.66511
"BRA","Cobswf","QS",3.48569
"BRA","Tilapia","QS",365.736036666667
"BRA","Pangas","QS",42.141
"BRA","Mullet","QS",16.9
"BRA","OFrshD","QS",356.650593333333
"BRA","OPelag","QS",141.96532
"BRA","OMarn","QS",29.41
"BRA","c-Crust","QD",110.88855779169
"BRA","c-Crust","QM",0.241646573693631
"BRA","c-Crust","QE",3.35425008647703
"BRA","c-Crust","QN",3.52472223841309
"BRA","c-Mllsc","QD",37.5104389202603
"BRA","c-Mllsc","QM",10.2985090291222
"BRA","c-Mllsc","QE",0.111159273471008
"BRA","c-Mllsc","QN",-10.9765241922155
"BRA","c-FrshD","QD",933.029079537447
"BRA","c-FrshD","QM",168.068598298906
"BRA","c-FrshD","QE",4.2671987950509
"BRA","c-FrshD","QN",-168.331655821576
"BRA","c-OPelag","QD",160.952020904041
"BRA","c-OPelag","QM",106.845229128929
"BRA","c-OPelag","QE",17.3816194473095
"BRA","c-OPelag","QN",-86.309125441066
"BRA","c-ODmrsl","QD",485.53427370448
"BRA","c-ODmrsl","QM",263.243388138336
"BRA","c-ODmrsl","QE",18.6990900895131
"BRA","c-ODmrsl","QN",-233.910498128153
"BRA","c-OMarn","QD",40.0032097750369
"BRA","c-OMarn","QM",23.5677285771879
"BRA","c-OMarn","QE",13.7758584034697
"BRA","c-OMarn","QN",-11.5004653673833
"BTN","Salmon","QS",0.0135133333333333
"BTN","Carp","QS",0.113076666666667
"BTN","OFrshD","QS",0.015
"BTN","OCarp","QS",0.0678333333333333
"BTN","c-Crust","QD",0.00194230406801326
"BTN","c-Crust","QM",0.00194230406801326
"BTN","c-Crust","QN",-0.00168513675646602
"BTN","c-Mllsc","QD",0.000252126008828644
"BTN","c-Mllsc","QM",0.000252126008828644
"BTN","c-Mllsc","QN",-0.000271657231937005
"BTN","c-FrshD","QD",1.81541931957016
"BTN","c-FrshD","QM",1.61659461660796
"BTN","c-FrshD","QE",0.010589292370803
"BTN","c-FrshD","QN",-1.65042262340832
"BTN","c-OPelag","QD",0.0304979090679389
"BTN","c-OPelag","QM",0.0304979090679389
"BTN","c-OPelag","QN",-0.0294225536930886
"BTN","c-ODmrsl","QD",0.0351388952304514
"BTN","c-ODmrsl","QM",0.0351388952304514
"BTN","c-ODmrsl","QN",-0.0336109103855977
"BTN","c-OMarn","QD",2.6896896001843
"BTN","c-OMarn","QM",2.6896896001843
"BTN","c-OMarn","QN",-3.15901677076514
"BWA","Tilapia","QS",0.147333333333333
