"MOD","PROJ","CTY","YRS","Val"
"OECD","SSP1","AGO","2036",349.729
"OECD","SSP1","AGO","2037",365.071
"OECD","SSP1","AGO","2038",381.493
"OECD","SSP1","AGO","2039",399.083
"OECD","SSP1","AGO","2040",417.927
"OECD","SSP1","AGO","2041",438.049
"OECD","SSP1","AGO","2042",459.539
"OECD","SSP1","AGO","2043",482.418
"OECD","SSP1","AGO","2044",506.695
"OECD","SSP1","AGO","2045",532.361
"OECD","SSP1","AGO","2046",559.363
"OECD","SSP1","AGO","2047",587.773
"OECD","SSP1","AGO","2048",617.622
"OECD","SSP1","AGO","2049",648.934
"OECD","SSP1","AGO","2050",681.733
"OECD","SSP1","ALB","2005",24.8144
"OECD","SSP1","ALB","2006",26.2791
"OECD","SSP1","ALB","2007",27.8515
"OECD","SSP1","ALB","2008",29.9403
"OECD","SSP1","ALB","2009",30.9446
"OECD","SSP1","ALB","2010",32.0917
"OECD","SSP1","ALB","2011",32.9085
"OECD","SSP1","ALB","2012",33.375
"OECD","SSP1","ALB","2013",33.7094
"OECD","SSP1","ALB","2014",34.3076
"OECD","SSP1","ALB","2015",35.0689
"OECD","SSP1","ALB","2016",36.2314
"OECD","SSP1","ALB","2017",37.609
"OECD","SSP1","ALB","2018",39.1206
"OECD","SSP1","ALB","2019",39.9374
"OECD","SSP1","ALB","2020",38.6186
"OECD","SSP1","ALB","2021",42.0589
"OECD","SSP1","ALB","2022",44.0964
"OECD","SSP1","ALB","2023",45.6868
"OECD","SSP1","ALB","2024",47.2081
"OECD","SSP1","ALB","2025",48.8271
"OECD","SSP1","ALB","2026",50.5122
"OECD","SSP1","ALB","2027",52.2631
"OECD","SSP1","ALB","2028",54.1293
"OECD","SSP1","ALB","2029",56.0631
"OECD","SSP1","ALB","2030",58.0645
"OECD","SSP1","ALB","2031",60.1054
"OECD","SSP1","ALB","2032",62.1642
"OECD","SSP1","ALB","2033",64.2247
"OECD","SSP1","ALB","2034",66.3064
"OECD","SSP1","ALB","2035",68.4202
"OECD","SSP1","ALB","2036",70.569
"OECD","SSP1","ALB","2037",72.7439
"OECD","SSP1","ALB","2038",74.9317
"OECD","SSP1","ALB","2039",77.1142
"OECD","SSP1","ALB","2040",79.2761
"OECD","SSP1","ALB","2041",81.4094
"OECD","SSP1","ALB","2042",83.4969
"OECD","SSP1","ALB","2043",85.52
"OECD","SSP1","ALB","2044",87.4639
"OECD","SSP1","ALB","2045",89.3166
"OECD","SSP1","ALB","2046",91.0677
"OECD","SSP1","ALB","2047",92.7198
"OECD","SSP1","ALB","2048",94.2797
"OECD","SSP1","ALB","2049",95.7567
"OECD","SSP1","ALB","2050",97.1609
"OECD","SSP1","ARG","2005",634.572
"OECD","SSP1","ARG","2006",685.637
"OECD","SSP1","ARG","2007",747.397
"OECD","SSP1","ARG","2008",777.721
"OECD","SSP1","ARG","2009",731.691
"OECD","SSP1","ARG","2010",805.778
"OECD","SSP1","ARG","2011",854.156
"OECD","SSP1","ARG","2012",845.389
"OECD","SSP1","ARG","2013",865.723
"OECD","SSP1","ARG","2014",843.971
"OECD","SSP1","ARG","2015",867.021
"OECD","SSP1","ARG","2016",848.985
"OECD","SSP1","ARG","2017",872.913
"OECD","SSP1","ARG","2018",850.066
"OECD","SSP1","ARG","2019",833.057
"OECD","SSP1","ARG","2020",750.58
"OECD","SSP1","ARG","2021",831.028
"OECD","SSP1","ARG","2022",872.216
"OECD","SSP1","ARG","2023",856.893
"OECD","SSP1","ARG","2024",845.828
"OECD","SSP1","ARG","2025",861.741
"OECD","SSP1","ARG","2026",887.031
"OECD","SSP1","ARG","2027",911.44
"OECD","SSP1","ARG","2028",933.794
"OECD","SSP1","ARG","2029",955.558
"OECD","SSP1","ARG","2030",976.732
"OECD","SSP1","ARG","2031",999.105
"OECD","SSP1","ARG","2032",1022.62
"OECD","SSP1","ARG","2033",1047.36
"OECD","SSP1","ARG","2034",1073.23
"OECD","SSP1","ARG","2035",1100.14
"OECD","SSP1","ARG","2036",1127.9
"OECD","SSP1","ARG","2037",1156.79
"OECD","SSP1","ARG","2038",1186.84
"OECD","SSP1","ARG","2039",1218.16
"OECD","SSP1","ARG","2040",1250.83
"OECD","SSP1","ARG","2041",1284.6
"OECD","SSP1","ARG","2042",1319.48
"OECD","SSP1","ARG","2043",1355.35
"OECD","SSP1","ARG","2044",1392.04
"OECD","SSP1","ARG","2045",1429.44
"OECD","SSP1","ARG","2046",1467.62
"OECD","SSP1","ARG","2047",1506.32
"OECD","SSP1","ARG","2048",1545.52
"OECD","SSP1","ARG","2049",1585.21
"OECD","SSP1","ARG","2050",1625.5
"OECD","SSP1","ARM","2005",22.0888
"OECD","SSP1","ARM","2006",25.0042
"OECD","SSP1","ARM","2007",28.442
"OECD","SSP1","ARM","2008",30.418
"OECD","SSP1","ARM","2009",26.1139
"OECD","SSP1","ARM","2010",26.6884
"OECD","SSP1","ARM","2011",27.9426
"OECD","SSP1","ARM","2012",29.9362
"OECD","SSP1","ARM","2013",30.9576
"OECD","SSP1","ARM","2014",32.0742
"OECD","SSP1","ARM","2015",33.1178
"OECD","SSP1","ARM","2016",33.1824
"OECD","SSP1","ARM","2017",35.677
"OECD","SSP1","ARM","2018",37.541
"OECD","SSP1","ARM","2019",40.4059
"OECD","SSP1","ARM","2020",37.5166
"OECD","SSP1","ARM","2021",39.649
"OECD","SSP1","ARM","2022",44.6464
"OECD","SSP1","ARM","2023",47.7856
"OECD","SSP1","ARM","2024",50.1759
"OECD","SSP1","ARM","2025",52.4338
"OECD","SSP1","ARM","2026",54.7933
"OECD","SSP1","ARM","2027",57.2589
"OECD","SSP1","ARM","2028",59.9315
"OECD","SSP1","ARM","2029",62.7227
"OECD","SSP1","ARM","2030",65.6327
"OECD","SSP1","ARM","2031",68.6142
"OECD","SSP1","ARM","2032",71.626
"OECD","SSP1","ARM","2033",74.5982
"OECD","SSP1","ARM","2034",77.5741
"OECD","SSP1","ARM","2035",80.552
"OECD","SSP1","ARM","2036",83.5237
"OECD","SSP1","ARM","2037",86.4729
"OECD","SSP1","ARM","2038",89.3813
"OECD","SSP1","ARM","2039",92.232
"OECD","SSP1","ARM","2040",95.0155
"OECD","SSP1","ARM","2041",97.7246
"OECD","SSP1","ARM","2042",100.341
"OECD","SSP1","ARM","2043",102.852
"OECD","SSP1","ARM","2044",105.255
"OECD","SSP1","ARM","2045",107.558
"OECD","SSP1","ARM","2046",109.765
"OECD","SSP1","ARM","2047",111.877
"OECD","SSP1","ARM","2048",113.9
"OECD","SSP1","ARM","2049",115.845
"OECD","SSP1","ARM","2050",117.728
"OECD","SSP1","AUS","2005",848.066
"OECD","SSP1","AUS","2006",870.838
"OECD","SSP1","AUS","2007",908.933
"OECD","SSP1","AUS","2008",930.909
"OECD","SSP1","AUS","2009",949.354
"OECD","SSP1","AUS","2010",972.936
"OECD","SSP1","AUS","2011",998.811
"OECD","SSP1","AUS","2012",1037.72
"OECD","SSP1","AUS","2013",1060.22
"OECD","SSP1","AUS","2014",1087.02
"OECD","SSP1","AUS","2015",1111.68
"OECD","SSP1","AUS","2016",1141.52
"OECD","SSP1","AUS","2017",1169.21
"OECD","SSP1","AUS","2018",1202.45
"OECD","SSP1","AUS","2019",1225.63
"OECD","SSP1","AUS","2020",1202.79
"OECD","SSP1","AUS","2021",1265.29
"OECD","SSP1","AUS","2022",1312.31
"OECD","SSP1","AUS","2023",1336.86
"OECD","SSP1","AUS","2024",1355.02
"OECD","SSP1","AUS","2025",1383.38
"OECD","SSP1","AUS","2026",1419.7
"OECD","SSP1","AUS","2027",1458.16
"OECD","SSP1","AUS","2028",1497.75
"OECD","SSP1","AUS","2029",1538.39
"OECD","SSP1","AUS","2030",1580.08
"OECD","SSP1","AUS","2031",1624.16
"OECD","SSP1","AUS","2032",1670.4
"OECD","SSP1","AUS","2033",1718.81
"OECD","SSP1","AUS","2034",1769.32
"OECD","SSP1","AUS","2035",1821.75
"OECD","SSP1","AUS","2036",1876.12
"OECD","SSP1","AUS","2037",1932.23
"OECD","SSP1","AUS","2038",1989.91
"OECD","SSP1","AUS","2039",2049.29
"OECD","SSP1","AUS","2040",2110.36
"OECD","SSP1","AUS","2041",2173.9
"OECD","SSP1","AUS","2042",2238.65
"OECD","SSP1","AUS","2043",2304.2
"OECD","SSP1","AUS","2044",2370.15
"OECD","SSP1","AUS","2045",2436.12
"OECD","SSP1","AUS","2046",2502.55
"OECD","SSP1","AUS","2047",2568.7
"OECD","SSP1","AUS","2048",2634.5
"OECD","SSP1","AUS","2049",2699.91
"OECD","SSP1","AUS","2050",2764.93
"OECD","SSP1","AUT","2005",382.176
"OECD","SSP1","AUT","2006",395.808
"OECD","SSP1","AUT","2007",410.265
"OECD","SSP1","AUT","2008",416.627
"OECD","SSP1","AUT","2009",400.912
"OECD","SSP1","AUT","2010",407.961
"OECD","SSP1","AUT","2011",420.379
"OECD","SSP1","AUT","2012",423.417
"OECD","SSP1","AUT","2013",423.377
"OECD","SSP1","AUT","2014",426.774
"OECD","SSP1","AUT","2015",431.002
"OECD","SSP1","AUT","2016",439.52
"OECD","SSP1","AUT","2017",449.844
"OECD","SSP1","AUT","2018",460.563
"OECD","SSP1","AUT","2019",467.255
"OECD","SSP1","AUT","2020",435.834
"OECD","SSP1","AUT","2021",454.82
"OECD","SSP1","AUT","2022",476.801
"OECD","SSP1","AUT","2023",475.065
"OECD","SSP1","AUT","2024",477.964
"OECD","SSP1","AUT","2025",485.038
"OECD","SSP1","AUT","2026",496.691
"OECD","SSP1","AUT","2027",507.693
"OECD","SSP1","AUT","2028",517.113
"OECD","SSP1","AUT","2029",526.034
"OECD","SSP1","AUT","2030",534.455
"OECD","SSP1","AUT","2031",542.716
"OECD","SSP1","AUT","2032",551.137
"OECD","SSP1","AUT","2033",559.765
"OECD","SSP1","AUT","2034",568.568
"OECD","SSP1","AUT","2035",577.499
"OECD","SSP1","AUT","2036",586.567
"OECD","SSP1","AUT","2037",595.784
"OECD","SSP1","AUT","2038",605.138
"OECD","SSP1","AUT","2039",614.617
"OECD","SSP1","AUT","2040",624.206
"OECD","SSP1","AUT","2041",633.764
"OECD","SSP1","AUT","2042",643.347
"OECD","SSP1","AUT","2043",652.903
"OECD","SSP1","AUT","2044",662.384
"OECD","SSP1","AUT","2045",671.745
"OECD","SSP1","AUT","2046",680.75
"OECD","SSP1","AUT","2047",689.605
"OECD","SSP1","AUT","2048",698.312
"OECD","SSP1","AUT","2049",706.867
"OECD","SSP1","AUT","2050",715.273
"OECD","SSP1","AZE","2005",59.6581
"OECD","SSP1","AZE","2006",80.219
"OECD","SSP1","AZE","2007",100.275
"OECD","SSP1","AZE","2008",111.07
"OECD","SSP1","AZE","2009",121.355
"OECD","SSP1","AZE","2010",127.424
"OECD","SSP1","AZE","2011",127.553
"OECD","SSP1","AZE","2012",130.364
"OECD","SSP1","AZE","2013",137.981
"OECD","SSP1","AZE","2014",141.797
"OECD","SSP1","AZE","2015",143.331
"OECD","SSP1","AZE","2016",138.939
"OECD","SSP1","AZE","2017",139.153
"OECD","SSP1","AZE","2018",141.197
"OECD","SSP1","AZE","2019",144.698
"OECD","SSP1","AZE","2020",138.624
"OECD","SSP1","AZE","2021",146.408
"OECD","SSP1","AZE","2022",153.111
"OECD","SSP1","AZE","2023",156.96
"OECD","SSP1","AZE","2024",160.938
"OECD","SSP1","AZE","2025",164.983
"OECD","SSP1","AZE","2026",169.127
"OECD","SSP1","AZE","2027",173.415
"OECD","SSP1","AZE","2028",177.798
"OECD","SSP1","AZE","2029",182.194
"OECD","SSP1","AZE","2030",186.601
"OECD","SSP1","AZE","2031",190.886
"OECD","SSP1","AZE","2032",195.229
"OECD","SSP1","AZE","2033",199.872
"OECD","SSP1","AZE","2034",204.683
"OECD","SSP1","AZE","2035",209.653
"OECD","SSP1","AZE","2036",214.625
"OECD","SSP1","AZE","2037",219.85
"OECD","SSP1","AZE","2038",225.353
"OECD","SSP1","AZE","2039",231.164
"OECD","SSP1","AZE","2040",237.258
"OECD","SSP1","AZE","2041",243.702
"OECD","SSP1","AZE","2042",250.4
"OECD","SSP1","AZE","2043",257.329
"OECD","SSP1","AZE","2044",264.493
"OECD","SSP1","AZE","2045",271.896
"OECD","SSP1","AZE","2046",279.404
"OECD","SSP1","AZE","2047",287.126
"OECD","SSP1","AZE","2048",295.033
"OECD","SSP1","AZE","2049",303.106
"OECD","SSP1","AZE","2050",311.197
"OECD","SSP1","BDI","2005",5.88198
"OECD","SSP1","BDI","2006",6.20046
"OECD","SSP1","BDI","2007",6.41447
"OECD","SSP1","BDI","2008",6.72633
"OECD","SSP1","BDI","2009",6.98279
"OECD","SSP1","BDI","2010",7.3406
"OECD","SSP1","BDI","2011",7.63664
"OECD","SSP1","BDI","2012",7.9762
"OECD","SSP1","BDI","2013",8.36896
"OECD","SSP1","BDI","2014",8.72386
"OECD","SSP1","BDI","2015",8.38362
"OECD","SSP1","BDI","2016",8.33333
"OECD","SSP1","BDI","2017",8.375
"OECD","SSP1","BDI","2018",8.5098
"OECD","SSP1","BDI","2019",8.66661
"OECD","SSP1","BDI","2020",8.69567
"OECD","SSP1","BDI","2021",8.96688
"OECD","SSP1","BDI","2022",9.13069
"OECD","SSP1","BDI","2023",9.4353
"OECD","SSP1","BDI","2024",9.99675
"OECD","SSP1","BDI","2025",10.5911
"OECD","SSP1","BDI","2026",11.1948
"OECD","SSP1","BDI","2027",11.86
"OECD","SSP1","BDI","2028",12.5309
"OECD","SSP1","BDI","2029",13.2434
"OECD","SSP1","BDI","2030",13.9974
"OECD","SSP1","BDI","2031",14.8248
"OECD","SSP1","BDI","2032",15.707
"OECD","SSP1","BDI","2033",16.6804
"OECD","SSP1","BDI","2034",17.7131
"OECD","SSP1","BDI","2035",18.8078
"OECD","SSP1","BDI","2036",19.9872
"OECD","SSP1","BDI","2037",21.2464
"OECD","SSP1","BDI","2038",22.6009
"OECD","SSP1","BDI","2039",24.0596
"OECD","SSP1","BDI","2040",25.6316
"OECD","SSP1","BDI","2041",27.3259
"OECD","SSP1","BDI","2042",29.1473
"OECD","SSP1","BDI","2043",31.0992
"OECD","SSP1","BDI","2044",33.1838
"OECD","SSP1","BDI","2045",35.4013
"OECD","SSP1","BDI","2046",37.7507
"OECD","SSP1","BDI","2047",40.239
"OECD","SSP1","BDI","2048",42.8732
"OECD","SSP1","BDI","2049",45.6596
"OECD","SSP1","BDI","2050",48.6042
"OECD","SSP1","BEN","2005",20.6072
"OECD","SSP1","BEN","2006",21.4199
"OECD","SSP1","BEN","2007",22.7022
"OECD","SSP1","BEN","2008",23.8138
"OECD","SSP1","BEN","2009",24.3661
"OECD","SSP1","BEN","2010",24.8812
"OECD","SSP1","BEN","2011",25.6186
"OECD","SSP1","BEN","2012",26.8512
"OECD","SSP1","BEN","2013",28.7822
"OECD","SSP1","BEN","2014",30.6121
"OECD","SSP1","BEN","2015",31.1564
"OECD","SSP1","BEN","2016",32.1969
"OECD","SSP1","BEN","2017",34.023
"OECD","SSP1","BEN","2018",36.3016
"OECD","SSP1","BEN","2019",38.794
"OECD","SSP1","BEN","2020",40.287
"OECD","SSP1","BEN","2021",43.1698
"OECD","SSP1","BEN","2022",45.8693
"OECD","SSP1","BEN","2023",48.3925
"OECD","SSP1","BEN","2024",51.4453
"OECD","SSP1","BEN","2025",54.5112
"OECD","SSP1","BEN","2026",57.7879
"OECD","SSP1","BEN","2027",61.2336
"OECD","SSP1","BEN","2028",65.1034
"OECD","SSP1","BEN","2029",69.3017
"OECD","SSP1","BEN","2030",73.8286
"OECD","SSP1","BEN","2031",78.7894
"OECD","SSP1","BEN","2032",84.0382
"OECD","SSP1","BEN","2033",89.6995
"OECD","SSP1","BEN","2034",95.5821
"OECD","SSP1","BEN","2035",101.682
"OECD","SSP1","BEN","2036",108.087
"OECD","SSP1","BEN","2037",114.78
"OECD","SSP1","BEN","2038",121.804
"OECD","SSP1","BEN","2039",129.18
"OECD","SSP1","BEN","2040",136.927
"OECD","SSP1","BEN","2041",145.066
"OECD","SSP1","BEN","2042",153.601
"OECD","SSP1","BEN","2043",162.532
"OECD","SSP1","BEN","2044",171.855
"OECD","SSP1","BEN","2045",181.562
"OECD","SSP1","BEN","2046",191.639
"OECD","SSP1","BEN","2047",202.097
"OECD","SSP1","BEN","2048",212.949
"OECD","SSP1","BEN","2049",224.205
"OECD","SSP1","BEN","2050",235.874
"OECD","SSP1","BFA","2005",20.6025
"OECD","SSP1","BFA","2006",21.8907
"OECD","SSP1","BFA","2007",22.7908
"OECD","SSP1","BFA","2008",24.1126
"OECD","SSP1","BFA","2009",24.8269
"OECD","SSP1","BFA","2010",26.9238
"OECD","SSP1","BFA","2011",28.7068
"OECD","SSP1","BFA","2012",30.5592
"OECD","SSP1","BFA","2013",32.3293
"OECD","SSP1","BFA","2014",33.7282
"OECD","SSP1","BFA","2015",35.0508
"OECD","SSP1","BFA","2016",37.1391
"OECD","SSP1","BFA","2017",39.443
"OECD","SSP1","BFA","2018",42.0475
"OECD","SSP1","BFA","2019",44.4396
"OECD","SSP1","BFA","2020",45.2979
"OECD","SSP1","BFA","2021",48.4255
"OECD","SSP1","BFA","2022",49.1425
"OECD","SSP1","BFA","2023",51.2904
"OECD","SSP1","BFA","2024",54.5981
"OECD","SSP1","BFA","2025",57.8578
"OECD","SSP1","BFA","2026",61.1256
"OECD","SSP1","BFA","2027",64.3354
"OECD","SSP1","BFA","2028",68.0734
"OECD","SSP1","BFA","2029",72.3388
"OECD","SSP1","BFA","2030",77.1315
"OECD","SSP1","BFA","2031",82.5501
"OECD","SSP1","BFA","2032",88.3309
"OECD","SSP1","BFA","2033",94.6222
"OECD","SSP1","BFA","2034",101.139
"OECD","SSP1","BFA","2035",107.848
"OECD","SSP1","BFA","2036",115.057
"OECD","SSP1","BFA","2037",122.518
"OECD","SSP1","BFA","2038",130.414
"OECD","SSP1","BFA","2039",138.793
"OECD","SSP1","BFA","2040",147.692
"OECD","SSP1","BFA","2041",157.142
"OECD","SSP1","BFA","2042",167.156
"OECD","SSP1","BFA","2043",177.747
"OECD","SSP1","BFA","2044",188.914
"OECD","SSP1","BFA","2045",200.64
"OECD","SSP1","BFA","2046",212.902
"OECD","SSP1","BFA","2047",225.725
"OECD","SSP1","BFA","2048",239.139
"OECD","SSP1","BFA","2049",253.165
"OECD","SSP1","BFA","2050",267.817
"OECD","SSP1","BGD","2005",400.688
"OECD","SSP1","BGD","2006",427.421
"OECD","SSP1","BGD","2007",457.591
"OECD","SSP1","BGD","2008",485.109
"OECD","SSP1","BGD","2009",509.584
"OECD","SSP1","BGD","2010",537.977
"OECD","SSP1","BGD","2011",572.754
"OECD","SSP1","BGD","2012",610.106
"OECD","SSP1","BGD","2013",646.795
"OECD","SSP1","BGD","2014",685.998
"OECD","SSP1","BGD","2015",730.948
"OECD","SSP1","BGD","2016",782.945
"OECD","SSP1","BGD","2017",834.543
"OECD","SSP1","BGD","2018",895.627
"OECD","SSP1","BGD","2019",966.219
"OECD","SSP1","BGD","2020",999.535
"OECD","SSP1","BGD","2021",1068.89
"OECD","SSP1","BGD","2022",1144.78
"OECD","SSP1","BGD","2023",1213.76
"OECD","SSP1","BGD","2024",1286.58
"OECD","SSP1","BGD","2025",1371.5
"OECD","SSP1","BGD","2026",1468.87
"OECD","SSP1","BGD","2027",1574.63
"OECD","SSP1","BGD","2028",1688.2
"OECD","SSP1","BGD","2029",1807.08
"OECD","SSP1","BGD","2030",1931.26
"OECD","SSP1","BGD","2031",2063.19
"OECD","SSP1","BGD","2032",2200.53
"OECD","SSP1","BGD","2033",2343.93
"OECD","SSP1","BGD","2034",2491.2
"OECD","SSP1","BGD","2035",2642.08
"OECD","SSP1","BGD","2036",2797.65
"OECD","SSP1","BGD","2037",2957.45
"OECD","SSP1","BGD","2038",3121.8
"OECD","SSP1","BGD","2039",3290.65
"OECD","SSP1","BGD","2040",3463.9
"OECD","SSP1","BGD","2041",3641.35
"OECD","SSP1","BGD","2042",3822.17
"OECD","SSP1","BGD","2043",4005.56
"OECD","SSP1","BGD","2044",4190.69
"OECD","SSP1","BGD","2045",4376.65
"OECD","SSP1","BGD","2046",4562.6
"OECD","SSP1","BGD","2047",4748.49
"OECD","SSP1","BGD","2048",4934.29
"OECD","SSP1","BGD","2049",5119.84
"OECD","SSP1","BGD","2050",5304.95
"OECD","SSP1","BGR","2005",113.557
"OECD","SSP1","BGR","2006",121.282
"OECD","SSP1","BGR","2007",129.352
"OECD","SSP1","BGR","2008",137.281
"OECD","SSP1","BGR","2009",132.687
"OECD","SSP1","BGR","2010",134.732
"OECD","SSP1","BGR","2011",137.564
"OECD","SSP1","BGR","2012",138.602
"OECD","SSP1","BGR","2013",137.824
"OECD","SSP1","BGR","2014",139.157
"OECD","SSP1","BGR","2015",143.928
"OECD","SSP1","BGR","2016",148.302
"OECD","SSP1","BGR","2017",152.4
"OECD","SSP1","BGR","2018",156.491
"OECD","SSP1","BGR","2019",162.811
"OECD","SSP1","BGR","2020",156.364
"OECD","SSP1","BGR","2021",168.303
"OECD","SSP1","BGR","2022",173.96
"OECD","SSP1","BGR","2023",176.853
"OECD","SSP1","BGR","2024",182.443
"OECD","SSP1","BGR","2025",187.916
"OECD","SSP1","BGR","2026",193.442
"OECD","SSP1","BGR","2027",198.936
"OECD","SSP1","BGR","2028",204.574
"OECD","SSP1","BGR","2029",210.228
"OECD","SSP1","BGR","2030",215.897
"OECD","SSP1","BGR","2031",221.657
"OECD","SSP1","BGR","2032",227.455
"OECD","SSP1","BGR","2033",233.198
"OECD","SSP1","BGR","2034",238.93
"OECD","SSP1","BGR","2035",244.642
"OECD","SSP1","BGR","2036",250.33
"OECD","SSP1","BGR","2037",255.976
"OECD","SSP1","BGR","2038",261.57
"OECD","SSP1","BGR","2039",267.106
"OECD","SSP1","BGR","2040",272.576
"OECD","SSP1","BGR","2041",277.969
"OECD","SSP1","BGR","2042",283.25
"OECD","SSP1","BGR","2043",288.402
"OECD","SSP1","BGR","2044",293.411
"OECD","SSP1","BGR","2045",298.271
"OECD","SSP1","BGR","2046",302.974
"OECD","SSP1","BGR","2047",307.537
"OECD","SSP1","BGR","2048",311.984
"OECD","SSP1","BGR","2049",316.331
"OECD","SSP1","BGR","2050",320.596
"OECD","SSP1","BLR","2005",115.601
"OECD","SSP1","BLR","2006",127.162
"OECD","SSP1","BLR","2007",138.144
"OECD","SSP1","BLR","2008",152.283
"OECD","SSP1","BLR","2009",152.538
"OECD","SSP1","BLR","2010",164.445
"OECD","SSP1","BLR","2011",173.144
"OECD","SSP1","BLR","2012",175.964
"OECD","SSP1","BLR","2013",177.656
"OECD","SSP1","BLR","2014",180.651
"OECD","SSP1","BLR","2015",173.734
"OECD","SSP1","BLR","2016",169.329
"OECD","SSP1","BLR","2017",173.63
"OECD","SSP1","BLR","2018",179.079
"OECD","SSP1","BLR","2019",181.669
"OECD","SSP1","BLR","2020",180.446
"OECD","SSP1","BLR","2021",184.549
"OECD","SSP1","BLR","2022",177.786
"OECD","SSP1","BLR","2023",180.684
"OECD","SSP1","BLR","2024",183.083
"OECD","SSP1","BLR","2025",184.177
"OECD","SSP1","BLR","2026",185.38
"OECD","SSP1","BLR","2027",186.998
"OECD","SSP1","BLR","2028",188.351
"OECD","SSP1","BLR","2029",189.901
"OECD","SSP1","BLR","2030",191.646
"OECD","SSP1","BLR","2031",193.612
"OECD","SSP1","BLR","2032",195.757
"OECD","SSP1","BLR","2033",198.351
"OECD","SSP1","BLR","2034",201.11
"OECD","SSP1","BLR","2035",204.038
"OECD","SSP1","BLR","2036",207.129
"OECD","SSP1","BLR","2037",210.383
"OECD","SSP1","BLR","2038",213.813
"OECD","SSP1","BLR","2039",217.434
"OECD","SSP1","BLR","2040",221.254
"OECD","SSP1","BLR","2041",225.27
"OECD","SSP1","BLR","2042",229.443
"OECD","SSP1","BLR","2043",233.743
"OECD","SSP1","BLR","2044",238.137
"OECD","SSP1","BLR","2045",242.589
"OECD","SSP1","BLR","2046",247.066
"OECD","SSP1","BLR","2047",251.573
"OECD","SSP1","BLR","2048",256.126
"OECD","SSP1","BLR","2049",260.742
"OECD","SSP1","BLR","2050",265.44
"OECD","SSP1","BLT","2005",141.366
