"C","CTY","Val"
"cswpt","POL",0.000382651773020827
"cswpt","PRT",0.000146615780208298
"cswpt","PSE",0.000361481228100131
"cswpt","RAP",0.000361481228100131
"cswpt","SAU",0.000361481228100131
"cswpt","SPP",8.86309135517268E-5
"cswpt","SVK",0.000175694687233198
"cswpt","SVN",0.000473828808942335
"cswpt","SWE",0.000259866172460008
"cswpt","SYR",0.000361481228100131
"cswpt","TUN",0.0389480589173917
"cswpt","UKP",0.000272524562773166
"cswpt","YEM",0.000361481228100131
"cyams","AUT",0.000226517583564392
"cyams","BLT",0.000223300981924998
"cyams","BLX",8.71674190569227E-5
"cyams","CHP",2.36670761653342
"cyams","CYP",0.000207899185409423
"cyams","CZE",8.99052404322923E-5
"cyams","DEU",0.000106640998033503
"cyams","DNK",0.000441760069734837
"cyams","FNP",0.000162568830244987
"cyams","FRP",0.00018308323006578
"cyams","GRC",0.000292252427169282
"cyams","HUN",0.000114384890625891
"cyams","IRL",2.02904057888008E-5
"cyams","IRQ",0.000361481228100131
"cyams","ISR",0.000361481228100131
"cyams","ITP",0.000193740620867537
"cyams","JOR",0.000361481228100131
"cyams","LBN",0.000361481228100131
"cyams","MOR",5.96046450370669E-6
"cyams","NLD",0.000196408433897301
"cyams","PAN",0.000633954994756655
"cyams","POL",0.000382651773020827
"cyams","PRT",0.000146615780208298
"cyams","PSE",0.000361481228100131
"cyams","RAP",0.000361481228100131
"cyams","SAU",0.000361481228100131
"cyams","SPP",8.86309135517268E-5
"cyams","SVK",0.000175694687233198
"cyams","SVN",0.000473828808942335
"cyams","SWE",0.000259866172460008
"cyams","SYR",0.000361481228100131
"cyams","TUN",0.0389480589173917
"cyams","UKP",0.000272524562773166
"cyams","YEM",0.000361481228100131
"corat","AUT",0.000226517583564392
"corat","BLT",0.000223300981924998
"corat","BLX",8.71674190569227E-5
"corat","CHP",2.36670761653342
"corat","CYP",0.000207899185409423
"corat","CZE",8.99052404322923E-5
"corat","DEU",0.000106640998033503
"corat","DNK",0.000441760069734837
"corat","FNP",0.000162568830244987
"corat","FRP",0.00018308323006578
"corat","GRC",0.000292252427169282
"corat","HUN",0.000114384890625891
"corat","IRL",2.02904057888008E-5
"corat","IRQ",0.000361481228100131
"corat","ISR",0.000361481228100131
"corat","ITP",0.000193740620867537
"corat","JOR",0.000361481228100131
"corat","LBN",0.000361481228100131
"corat","MOR",5.96046450370669E-6
"corat","NLD",0.000196408433897301
"corat","PAN",0.000633954994756655
"corat","POL",0.000382651773020827
"corat","PRT",0.000146615780208298
"corat","PSE",0.000361481228100131
"corat","RAP",0.000361481228100131
"corat","SAU",0.000361481228100131
"corat","SPP",8.86309135517268E-5
"corat","SVK",0.000175694687233198
"corat","SVN",0.000473828808942335
"corat","SWE",0.000259866172460008
"corat","SYR",0.000361481228100131
"corat","TUN",0.0389480589173917
"corat","UKP",0.000272524562773166
"corat","YEM",0.000361481228100131
"cbean","AUT",0.000226517583564392
"cbean","BLT",0.000223300981924998
"cbean","BLX",8.71674190569227E-5
"cbean","CHP",2.36670761653342
"cbean","CYP",0.000207899185409423
"cbean","CZE",8.99052404322923E-5
"cbean","DEU",0.000106640998033503
"cbean","DNK",0.000441760069734837
"cbean","FNP",0.000162568830244987
"cbean","FRP",0.00018308323006578
"cbean","GRC",0.000292252427169282
"cbean","HUN",0.000114384890625891
"cbean","IRL",2.02904057888008E-5
"cbean","IRQ",0.000361481228100131
"cbean","ISR",0.000361481228100131
"cbean","ITP",0.000193740620867537
"cbean","JOR",0.000361481228100131
"cbean","LBN",0.000361481228100131
"cbean","MOR",5.96046450370669E-6
"cbean","NLD",0.000196408433897301
"cbean","PAN",0.000633954994756655
"cbean","POL",0.000382651773020827
"cbean","PRT",0.000146615780208298
"cbean","PSE",0.000361481228100131
"cbean","RAP",0.000361481228100131
"cbean","SAU",0.000361481228100131
"cbean","SPP",8.86309135517268E-5
"cbean","SVK",0.000175694687233198
"cbean","SVN",0.000473828808942335
"cbean","SWE",0.000259866172460008
"cbean","SYR",0.000361481228100131
"cbean","TUN",0.0389480589173917
"cbean","UKP",0.000272524562773166
"cbean","YEM",0.000361481228100131
"cchkp","AUT",0.000226517583564392
"cchkp","BLT",0.000223300981924998
"cchkp","BLX",8.71674190569227E-5
"cchkp","CHP",2.36670761653342
"cchkp","CYP",0.000207899185409423
"cchkp","CZE",8.99052404322923E-5
"cchkp","DEU",0.000106640998033503
"cchkp","DNK",0.000441760069734837
"cchkp","FNP",0.000162568830244987
"cchkp","FRP",0.00018308323006578
"cchkp","GRC",0.000292252427169282
"cchkp","HUN",0.000114384890625891
"cchkp","IRL",2.02904057888008E-5
"cchkp","IRQ",0.000361481228100131
"cchkp","ISR",0.000361481228100131
"cchkp","ITP",0.000193740620867537
"cchkp","JOR",0.000361481228100131
"cchkp","LBN",0.000361481228100131
"cchkp","MOR",5.96046450370669E-6
"cchkp","NLD",0.000196408433897301
"cchkp","PAN",0.000633954994756655
"cchkp","POL",0.000382651773020827
"cchkp","PRT",0.000146615780208298
"cchkp","PSE",0.000361481228100131
"cchkp","RAP",0.000361481228100131
"cchkp","SAU",0.000361481228100131
"cchkp","SPP",8.86309135517268E-5
"cchkp","SVK",0.000175694687233198
"cchkp","SVN",0.000473828808942335
"cchkp","SWE",0.000259866172460008
"cchkp","SYR",0.000361481228100131
"cchkp","TUN",0.0389480589173917
"cchkp","UKP",0.000272524562773166
"cchkp","YEM",0.000361481228100131
"ccowp","AUT",0.000226517583564392
"ccowp","BLT",0.000223300981924998
"ccowp","BLX",8.71674190569227E-5
"ccowp","CHP",2.36670761653342
"ccowp","CYP",0.000207899185409423
"ccowp","CZE",8.99052404322923E-5
"ccowp","DEU",0.000106640998033503
"ccowp","DNK",0.000441760069734837
"ccowp","FNP",0.000162568830244987
"ccowp","FRP",0.00018308323006578
"ccowp","GRC",0.000292252427169282
"ccowp","HUN",0.000114384890625891
"ccowp","IRL",2.02904057888008E-5
"ccowp","IRQ",0.000361481228100131
"ccowp","ISR",0.000361481228100131
"ccowp","ITP",0.000193740620867537
"ccowp","JOR",0.000361481228100131
"ccowp","LBN",0.000361481228100131
"ccowp","MOR",5.96046450370669E-6
"ccowp","NLD",0.000196408433897301
"ccowp","PAN",0.000633954994756655
"ccowp","POL",0.000382651773020827
"ccowp","PRT",0.000146615780208298
"ccowp","PSE",0.000361481228100131
"ccowp","RAP",0.000361481228100131
"ccowp","SAU",0.000361481228100131
"ccowp","SPP",8.86309135517268E-5
"ccowp","SVK",0.000175694687233198
"ccowp","SVN",0.000473828808942335
"ccowp","SWE",0.000259866172460008
"ccowp","SYR",0.000361481228100131
"ccowp","TUN",0.0389480589173917
"ccowp","UKP",0.000272524562773166
"ccowp","YEM",0.000361481228100131
"clent","AUT",0.000226517583564392
"clent","BLT",0.000223300981924998
"clent","BLX",8.71674190569227E-5
"clent","CHP",2.36670761653342
"clent","CYP",0.000207899185409423
"clent","CZE",8.99052404322923E-5
"clent","DEU",0.000106640998033503
"clent","DNK",0.000441760069734837
"clent","FNP",0.000162568830244987
"clent","FRP",0.00018308323006578
"clent","GRC",0.000292252427169282
"clent","HUN",0.000114384890625891
"clent","IRL",2.02904057888008E-5
"clent","IRQ",0.000361481228100131
"clent","ISR",0.000361481228100131
"clent","ITP",0.000193740620867537
"clent","JOR",0.000361481228100131
"clent","LBN",0.000361481228100131
"clent","MOR",5.96046450370669E-6
"clent","NLD",0.000196408433897301
"clent","PAN",0.000633954994756655
"clent","POL",0.000382651773020827
"clent","PRT",0.000146615780208298
"clent","PSE",0.000361481228100131
"clent","RAP",0.000361481228100131
"clent","SAU",0.000361481228100131
"clent","SPP",8.86309135517268E-5
"clent","SVK",0.000175694687233198
"clent","SVN",0.000473828808942335
"clent","SWE",0.000259866172460008
"clent","SYR",0.000361481228100131
"clent","TUN",0.0389480589173917
"clent","UKP",0.000272524562773166
"clent","YEM",0.000361481228100131
"cpigp","AUT",0.000226517583564392
"cpigp","BLT",0.000223300981924998
"cpigp","BLX",8.71674190569227E-5
"cpigp","CHP",2.36670761653342
"cpigp","CYP",0.000207899185409423
"cpigp","CZE",8.99052404322923E-5
"cpigp","DEU",0.000106640998033503
"cpigp","DNK",0.000441760069734837
"cpigp","FNP",0.000162568830244987
"cpigp","FRP",0.00018308323006578
"cpigp","GRC",0.000292252427169282
"cpigp","HUN",0.000114384890625891
"cpigp","IRL",2.02904057888008E-5
"cpigp","IRQ",0.000361481228100131
"cpigp","ISR",0.000361481228100131
"cpigp","ITP",0.000193740620867537
"cpigp","JOR",0.000361481228100131
"cpigp","LBN",0.000361481228100131
"cpigp","MOR",5.96046450370669E-6
"cpigp","NLD",0.000196408433897301
"cpigp","PAN",0.000633954994756655
"cpigp","POL",0.000382651773020827
"cpigp","PRT",0.000146615780208298
"cpigp","PSE",0.000361481228100131
"cpigp","RAP",0.000361481228100131
"cpigp","SAU",0.000361481228100131
"cpigp","SPP",8.86309135517268E-5
"cpigp","SVK",0.000175694687233198
"cpigp","SVN",0.000473828808942335
"cpigp","SWE",0.000259866172460008
"cpigp","SYR",0.000361481228100131
"cpigp","TUN",0.0389480589173917
"cpigp","UKP",0.000272524562773166
"cpigp","YEM",0.000361481228100131
"copul","AUT",0.000226517583564392
"copul","BLT",0.000223300981924998
"copul","BLX",8.71674190569227E-5
"copul","CHP",2.36670761653342
"copul","CYP",0.000207899185409423
"copul","CZE",8.99052404322923E-5
"copul","DEU",0.000106640998033503
"copul","DNK",0.000441760069734837
"copul","FNP",0.000162568830244987
"copul","FRP",0.00018308323006578
"copul","GRC",0.000292252427169282
"copul","HUN",0.000114384890625891
"copul","IRL",2.02904057888008E-5
"copul","IRQ",0.000361481228100131
"copul","ISR",0.000361481228100131
"copul","ITP",0.000193740620867537
"copul","JOR",0.000361481228100131
"copul","LBN",0.000361481228100131
"copul","MOR",5.96046450370669E-6
"copul","NLD",0.000196408433897301
"copul","PAN",0.000633954994756655
"copul","POL",0.000382651773020827
"copul","PRT",0.000146615780208298
"copul","PSE",0.000361481228100131
"copul","RAP",0.000361481228100131
"copul","SAU",0.000361481228100131
"copul","SPP",8.86309135517268E-5
"copul","SVK",0.000175694687233198
"copul","SVN",0.000473828808942335
"copul","SWE",0.000259866172460008
"copul","SYR",0.000361481228100131
"copul","TUN",0.0389480589173917
"copul","UKP",0.000272524562773166
"copul","YEM",0.000361481228100131
"cbana","AUT",0.000226517583564392
"cbana","BLT",0.000223300981924998
"cbana","BLX",8.71674190569227E-5
"cbana","CHP",2.36670761653342
"cbana","CYP",0.000207899185409423
"cbana","CZE",8.99052404322923E-5
"cbana","DEU",0.000106640998033503
"cbana","DNK",0.000441760069734837
"cbana","FNP",0.000162568830244987
"cbana","FRP",0.00018308323006578
"cbana","GRC",0.000292252427169282
"cbana","HUN",0.000114384890625891
"cbana","IRL",2.02904057888008E-5
"cbana","IRQ",0.000361481228100131
"cbana","ISR",0.000361481228100131
"cbana","ITP",0.000193740620867537
"cbana","JOR",0.000361481228100131
"cbana","LBN",0.000361481228100131
"cbana","MOR",5.96046450370669E-6
"cbana","NLD",0.000196408433897301
"cbana","PAN",0.000633954994756655
"cbana","POL",0.000382651773020827
"cbana","PRT",0.000146615780208298
"cbana","PSE",0.000361481228100131
"cbana","RAP",0.000361481228100131
"cbana","SAU",0.000361481228100131
"cbana","SPP",8.86309135517268E-5
"cbana","SVK",0.000175694687233198
"cbana","SVN",0.000473828808942335
"cbana","SWE",0.000259866172460008
"cbana","SYR",0.000361481228100131
"cbana","TUN",0.0389480589173917
"cbana","UKP",0.000272524562773166
"cbana","YEM",0.000361481228100131
"cplnt","AUT",0.000226517583564392
"cplnt","BLT",0.000223300981924998
"cplnt","BLX",8.71674190569227E-5
"cplnt","CHP",2.36670761653342
"cplnt","CYP",0.000207899185409423
"cplnt","CZE",8.99052404322923E-5
"cplnt","DEU",0.000106640998033503
"cplnt","DNK",0.000441760069734837
"cplnt","FNP",0.000162568830244987
"cplnt","FRP",0.00018308323006578
"cplnt","GRC",0.000292252427169282
"cplnt","HUN",0.000114384890625891
"cplnt","IRL",2.02904057888008E-5
"cplnt","IRQ",0.000361481228100131
"cplnt","ISR",0.000361481228100131
"cplnt","ITP",0.000193740620867537
"cplnt","JOR",0.000361481228100131
"cplnt","LBN",0.000361481228100131
"cplnt","MOR",5.96046450370669E-6
"cplnt","NLD",0.000196408433897301
"cplnt","PAN",0.000633954994756655
"cplnt","POL",0.000382651773020827
"cplnt","PRT",0.000146615780208298
"cplnt","PSE",0.000361481228100131
"cplnt","RAP",0.000361481228100131
"cplnt","SAU",0.000361481228100131
"cplnt","SPP",8.86309135517268E-5
"cplnt","SVK",0.000175694687233198
"cplnt","SVN",0.000473828808942335
"cplnt","SWE",0.000259866172460008
"cplnt","SYR",0.000361481228100131
"cplnt","TUN",0.0389480589173917
"cplnt","UKP",0.000272524562773166
"cplnt","YEM",0.000361481228100131
"csubf","AUT",0.000226517583564392
"csubf","BLT",0.000223300981924998
"csubf","BLX",8.71674190569227E-5
"csubf","CHP",2.36670761653342
"csubf","CYP",0.000207899185409423
"csubf","CZE",8.99052404322923E-5
"csubf","DEU",0.000106640998033503
"csubf","DNK",0.000441760069734837
"csubf","FNP",0.000162568830244987
"csubf","FRP",0.00018308323006578
"csubf","GRC",0.000292252427169282
"csubf","HUN",0.000114384890625891
"csubf","IRL",2.02904057888008E-5
"csubf","IRQ",0.000361481228100131
"csubf","ISR",0.000361481228100131
"csubf","ITP",0.000193740620867537
"csubf","JOR",0.000361481228100131
"csubf","LBN",0.000361481228100131
"csubf","MOR",5.96046450370669E-6
"csubf","NLD",0.000196408433897301
"csubf","PAN",0.000633954994756655
"csubf","POL",0.000382651773020827
"csubf","PRT",0.000146615780208298
"csubf","PSE",0.000361481228100131
"csubf","RAP",0.000361481228100131
"csubf","SAU",0.000361481228100131
"csubf","SPP",8.86309135517268E-5
"csubf","SVK",0.000175694687233198
"csubf","SVN",0.000473828808942335
"csubf","SWE",0.000259866172460008
"csubf","SYR",0.000361481228100131
"csubf","TUN",0.0389480589173917
"csubf","UKP",0.000272524562773166
"csubf","YEM",0.000361481228100131
"ctemf","AUT",0.000226517583564392
"ctemf","BLT",0.000223300981924998
"ctemf","BLX",8.71674190569227E-5
"ctemf","CHP",2.36670761653342
"ctemf","CYP",0.000207899185409423
"ctemf","CZE",8.99052404322923E-5
"ctemf","DEU",0.000106640998033503
"ctemf","DNK",0.000441760069734837
"ctemf","FNP",0.000162568830244987
"ctemf","FRP",0.00018308323006578
"ctemf","GRC",0.000292252427169282
"ctemf","HUN",0.000114384890625891
"ctemf","IRL",2.02904057888008E-5
"ctemf","IRQ",0.000361481228100131
"ctemf","ISR",0.000361481228100131
"ctemf","ITP",0.000193740620867537
"ctemf","JOR",0.000361481228100131
"ctemf","LBN",0.000361481228100131
"ctemf","MOR",5.96046450370669E-6
"ctemf","NLD",0.000196408433897301
"ctemf","PAN",0.000633954994756655
"ctemf","POL",0.000382651773020827
"ctemf","PRT",0.000146615780208298
"ctemf","PSE",0.000361481228100131
"ctemf","RAP",0.000361481228100131
"ctemf","SAU",0.000361481228100131
"ctemf","SPP",8.86309135517268E-5
"ctemf","SVK",0.000175694687233198
"ctemf","SVN",0.000473828808942335
"ctemf","SWE",0.000259866172460008
"ctemf","SYR",0.000361481228100131
"ctemf","TUN",0.0389480589173917
"ctemf","UKP",0.000272524562773166
"ctemf","YEM",0.000361481228100131
"cvege","AUT",0.000226517583564392
"cvege","BLT",0.000223300981924998
"cvege","BLX",8.71674190569227E-5
"cvege","CHP",2.36670761653342
"cvege","CYP",0.000207899185409423
"cvege","CZE",8.99052404322923E-5
"cvege","DEU",0.000106640998033503
"cvege","DNK",0.000441760069734837
"cvege","FNP",0.000162568830244987
"cvege","FRP",0.00018308323006578
"cvege","GRC",0.000292252427169282
"cvege","HUN",0.000114384890625891
"cvege","IRL",2.02904057888008E-5
"cvege","IRQ",0.000361481228100131
"cvege","ISR",0.000361481228100131
"cvege","ITP",0.000193740620867537
"cvege","JOR",0.000361481228100131
"cvege","LBN",0.000361481228100131
"cvege","MOR",5.96046450370669E-6
"cvege","NLD",0.000196408433897301
"cvege","PAN",0.000633954994756655
"cvege","POL",0.000382651773020827
"cvege","PRT",0.000146615780208298
"cvege","PSE",0.000361481228100131
"cvege","RAP",0.000361481228100131
"cvege","SAU",0.000361481228100131
"cvege","SPP",8.86309135517268E-5
"cvege","SVK",0.000175694687233198
"cvege","SVN",0.000473828808942335
"cvege","SWE",0.000259866172460008
"cvege","SYR",0.000361481228100131
"cvege","TUN",0.0389480589173917
"cvege","UKP",0.000272524562773166
"cvege","YEM",0.000361481228100131
"csugr","AUT",0.127784684700457
"csugr","BLT",0.155199835644116
"csugr","BLX",0.173467739873083
"csugr","CYP",0.00065568513957697
"csugr","CZE",0.0194670356254894
"csugr","DEU",0.0982286493405452
"csugr","DNK",0.200687961272421
"csugr","FNP",0.14427075801967
"csugr","FRP",0.0793271484835774
"csugr","GRC",0.231786948380723
"csugr","HUN",0.152802063373918
"csugr","IRL",0.129635856573261
"csugr","ITP",0.0622721682707949
"csugr","NLD",0.0650161071627903
"csugr","PAN",0.0255980467979312
"csugr","POL",0.102014122954162
"csugr","PRT",0.0397376550522213
"csugr","SPP",0.188188054997176
"csugr","SVK",0.0160849638018934
"csugr","SVN",0.0864795463265829
"csugr","SWE",0.0796455994723291
"csugr","UKP",0.174008160236018
